@relation singe_mother_family_test_predicted

@attribute ﻿random_ID numeric
@attribute NZDep2006 numeric
@attribute ch_asian numeric
@attribute ch_euro numeric
@attribute ch_maori numeric
@attribute ch_melaa numeric
@attribute ch_other numeric
@attribute ch_pacific numeric
@attribute m_age numeric
@attribute m_asian numeric
@attribute m_euro numeric
@attribute m_maori numeric
@attribute m_melaa numeric
@attribute m_other numeric
@attribute m_pacific numeric
@attribute m_wklfs_code numeric
@attribute bedroom_count_code numeric
@attribute m_years_at_addr_code numeric
@attribute m_tenure_holder_code numeric
@attribute m_education numeric
@attribute m_work_hours numeric
@attribute m_smoke numeric
@attribute m_income_srce7 numeric
@attribute m_income_srce8 numeric
@attribute m_income_srce9 numeric
@attribute m_income_srce10 numeric
@attribute m_income_srce11 numeric
@attribute m_income_srce12 numeric
@attribute ch_sex numeric
@attribute child_depend_family_type_code numeric
@attribute heat_fuel numeric
@attribute m_family_role_code numeric
@attribute telecomm1_code numeric
@attribute telecomm2_code numeric
@attribute telecomm4_code numeric
@attribute usual_resdnt_count_code numeric
@attribute twin numeric
@attribute singparstat numeric
@attribute 'prediction margin' numeric
@attribute 'predicted total_income_hhld_code' {1,2,3,4,5,6,7,8,9,10,11,12,13,14}
@attribute total_income_hhld_code {1,2,3,4,5,6,7,8,9,10,11,12,13,14}

@data
7799,7,0,1,0,0,0,0,37,0,1,0,0,0,0,1,4,0,2,2,35,3,0,0,0,0,0,0,2,31,1,1,1,2,4,6,1,2,-0.25,7,?
7804,10,0,1,0,0,0,0,34,0,1,0,0,0,0,4,3,0,2,10,0,3,0,0,1,0,0,0,1,31,1,1,1,2,4,4,1,2,-0.22,14,?
7807,4,0,1,0,0,0,0,19,0,1,0,0,0,0,4,4,7,2,0,0,1,0,0,1,0,0,1,2,31,1,1,1,2,4,4,1,2,-0.35,14,?
7810,10,0,0,0,0,0,1,22,0,0,0,0,0,1,4,3,0,?,2,0,3,0,0,1,0,0,0,1,31,0,1,1,2,99,8,1,2,-0.305245,14,?
7812,9,0,0,0,0,0,1,23,0,0,0,0,0,1,4,3,0,2,0,0,3,0,0,0,0,0,0,1,31,1,1,1,2,4,4,1,2,-0.15,8,?
7818,9,0,0,0,0,0,1,24,0,0,0,0,0,1,4,3,3,2,2,0,1,0,0,0,0,0,0,1,31,1,1,1,2,99,5,1,2,-0.2,6,?
7820,10,0,0,1,0,0,1,37,0,1,0,0,0,0,4,3,0,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,99,99,3,2,2,-0.25,8,?
7825,6,0,0,0,0,1,0,36,0,0,0,0,1,0,1,4,0,2,7,35,2,0,0,1,0,0,1,1,31,1,1,1,2,4,4,1,2,-0.33,14,?
7841,3,0,1,0,0,0,0,22,0,1,0,0,0,0,4,4,0,2,2,0,2,0,0,1,0,0,0,1,31,1,1,1,2,4,6,1,2,-0.23,14,?
7855,4,0,1,0,0,0,0,20,0,1,0,0,0,0,4,4,1,2,0,0,3,0,0,0,0,0,0,2,31,1,1,1,2,4,5,1,2,-0.21,14,?
7865,3,0,1,0,0,0,0,20,0,1,0,0,0,0,2,1,0,2,?,4,3,0,0,0,0,0,0,1,31,1,1,1,2,99,2,1,2,-0.229917,7,?
7873,5,0,1,0,0,0,0,32,0,?,0,0,0,0,?,3,0,2,?,0,1,0,0,0,0,0,0,1,31,1,11,1,99,99,4,1,2,-0.25655,6,?
7886,8,0,1,1,0,0,0,20,0,0,1,0,0,0,4,2,0,2,0,0,1,0,0,1,0,0,0,1,31,1,1,1,99,99,6,1,2,-0.18,7,?
7891,6,0,1,0,0,0,0,21,0,1,0,0,0,0,4,4,11,2,9,0,1,1,1,1,0,0,0,1,31,1,1,1,2,99,6,1,2,-0.38,13,?
7912,6,0,1,1,0,0,0,17,0,1,0,0,0,0,4,2,0,2,1,0,1,0,0,0,0,0,0,1,31,1,1,1,2,99,3,1,2,-0.18,7,?
7932,8,0,1,0,0,0,1,20,0,1,0,0,0,1,4,2,0,2,7,0,3,0,0,0,0,0,0,1,31,1,1,1,2,99,3,1,2,-0.22,7,?
7936,8,0,0,0,0,0,1,21,0,0,0,0,0,1,1,3,2,2,2,40,2,0,0,0,0,0,0,1,31,1,1,99,2,4,8,1,2,-0.26,13,?
7944,10,0,1,1,0,0,0,19,0,1,1,0,0,0,4,3,15,2,0,0,1,0,0,1,0,0,0,2,31,1,1,99,2,99,10,1,2,-0.2,14,?
7963,2,0,1,0,0,0,0,19,0,1,0,0,0,0,4,3,0,2,0,0,1,0,0,1,0,0,0,2,31,1,1,1,2,4,4,1,2,-0.22,14,?
7964,5,0,1,1,0,0,1,18,0,1,0,0,0,1,1,4,5,2,0,40,1,0,0,0,0,0,1,2,31,1,1,1,2,4,7,1,2,-0.32,14,?
7969,4,0,1,0,0,0,0,24,0,1,0,0,0,0,2,4,5,2,1,30,3,0,0,0,0,0,0,1,31,1,1,1,2,4,5,1,2,-0.17,11,?
7972,4,0,1,1,0,0,0,24,0,1,0,0,0,0,4,5,15,2,0,0,2,1,1,0,0,0,0,2,31,1,1,1,2,99,4,1,2,-0.26,14,?
7979,8,0,1,0,0,0,0,20,0,1,0,0,0,0,4,4,1,2,1,0,1,0,1,1,0,0,0,1,31,1,1,1,2,4,4,1,2,-0.33,13,?
7992,9,0,1,0,0,0,0,22,0,1,0,0,0,0,4,3,0,2,1,0,?,0,0,0,0,0,0,2,31,1,1,1,2,99,2,1,2,-0.210339,6,?
7993,8,0,0,1,0,0,0,30,0,0,1,0,0,0,?,3,?,?,?,0,?,0,0,0,0,0,0,2,31,1,1,99,99,99,7,1,2,-0.164492,12,?
7997,10,0,1,1,0,0,0,27,0,1,0,0,0,0,4,3,0,2,2,0,1,0,0,1,1,0,0,1,31,1,1,1,2,99,6,1,2,-0.31,11,?
7999,9,0,0,1,0,0,0,32,0,?,1,0,0,0,?,3,4,2,8,0,1,0,0,0,0,0,0,1,31,1,1,1,99,99,4,1,2,-0.216673,7,?
8006,8,0,0,0,0,0,1,22,0,0,0,0,0,1,3,4,0,2,1,0,1,0,0,0,0,0,1,2,31,1,1,1,2,99,7,1,2,-0.32,14,?
8007,10,0,0,0,0,0,1,28,0,0,?,0,0,?,4,3,0,2,?,0,1,0,0,0,0,0,0,1,31,1,1,99,99,99,6,1,2,-0.224192,7,?
8017,8,0,1,1,0,0,0,19,0,0,1,0,0,0,4,3,3,2,7,0,1,1,0,1,0,0,1,1,31,1,1,1,99,99,9,1,2,-0.24,12,?
8026,6,0,1,0,0,0,0,20,0,1,0,0,0,0,4,4,2,2,3,0,3,0,1,0,0,1,1,2,31,1,1,1,2,4,4,1,2,-0.38,14,?
8027,10,0,1,1,0,0,0,25,0,1,1,0,0,0,4,3,1,2,0,18,1,0,0,1,0,1,0,1,31,1,1,1,2,4,7,1,2,-0.19,11,?
8034,5,0,1,1,0,0,0,25,?,1,?,?,?,0,4,3,0,2,1,0,?,0,0,0,0,0,0,1,31,1,1,1,2,4,4,1,2,-0.128839,10,?
8039,10,0,1,1,0,0,1,20,?,?,?,0,0,1,4,?,?,2,?,0,1,1,0,0,0,0,0,2,31,1,1,99,99,99,10,1,2,-0.131853,7,?
8043,9,0,1,0,0,0,1,19,0,1,0,0,0,1,4,3,0,2,0,0,3,0,0,0,0,0,0,1,31,1,1,1,99,99,4,1,2,-0.18,7,?
8048,8,0,1,0,0,1,0,28,0,0,0,0,1,0,4,3,2,2,8,0,3,0,0,0,0,0,0,1,31,1,1,1,99,99,2,1,2,-0.21,5,?
8057,10,0,1,1,0,0,1,39,0,0,1,0,0,0,4,3,6,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,99,99,4,1,2,-0.18,5,?
8081,7,0,1,1,0,0,0,19,0,?,?,?,0,0,4,5,1,2,0,0,1,0,1,1,0,0,0,2,31,1,1,1,2,99,6,1,2,-0.54484,13,?
8087,5,0,1,1,0,0,0,17,0,1,1,0,0,0,4,3,0,2,2,10,2,1,0,1,0,0,0,2,31,1,1,1,2,4,4,1,2,-0.28,14,?
8094,4,1,1,1,0,0,0,39,0,1,0,0,0,0,2,1,0,2,2,8,2,0,0,0,0,0,0,2,31,1,1,1,99,99,3,1,2,-0.22,7,?
8096,5,0,1,0,0,0,0,39,0,1,?,0,0,0,?,3,7,?,?,6,2,0,0,0,0,0,0,2,31,1,1,1,2,4,3,1,2,-0.139217,7,?
8102,10,0,0,1,0,0,0,22,0,0,1,0,0,0,4,3,0,2,7,0,2,0,1,1,0,0,0,1,31,1,1,1,2,4,3,1,2,-0.3,13,?
8105,7,1,1,0,0,0,0,21,1,1,0,0,0,0,4,3,0,2,1,0,2,0,0,0,0,0,0,1,31,1,1,1,2,99,3,1,2,-0.17,5,?
8111,8,0,1,1,0,0,1,23,0,1,1,0,0,0,4,3,2,2,2,0,3,0,0,0,0,0,0,1,31,1,1,1,99,99,3,1,2,-0.22,7,?
8121,9,0,0,0,0,0,1,30,0,0,0,0,0,1,4,3,30,2,5,0,3,0,0,1,0,0,0,1,31,1,1,1,2,4,5,1,2,-0.42,14,?
8129,2,0,1,0,0,1,0,27,0,1,0,0,1,0,4,2,0,2,8,0,3,0,0,0,0,0,0,2,31,1,1,1,2,4,2,1,2,-0.15,5,?
8139,10,0,0,0,0,0,1,20,0,0,0,0,0,1,4,3,0,2,1,0,3,0,1,0,0,0,0,1,31,1,1,1,99,99,5,1,2,-0.14,7,?
8147,3,0,0,1,0,0,0,22,0,1,0,0,0,0,4,2,0,2,1,0,1,0,0,0,0,0,0,2,31,1,1,1,2,99,2,1,2,-0.35,7,?
8156,8,0,1,0,0,0,0,19,0,1,0,0,0,0,4,3,0,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,99,99,3,1,2,-0.35,7,?
8186,10,0,1,1,0,0,0,34,0,1,1,0,0,0,4,2,9,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,2,99,2,1,2,-0.19,5,?
8191,9,0,1,0,0,0,1,34,0,1,0,0,0,1,4,2,8,2,?,0,1,0,0,0,0,0,0,2,31,1,1,1,99,99,3,1,2,-0.183095,5,?
8195,9,0,1,1,0,0,1,22,0,1,1,0,0,1,4,2,2,2,0,0,2,0,0,0,0,0,0,1,31,1,1,99,2,4,4,1,2,-0.33,5,?
8201,2,0,1,1,0,0,0,19,0,0,1,0,0,0,1,5,0,2,1,35,2,0,0,0,0,0,0,2,31,1,1,1,2,4,3,1,2,-0.18,13,?
8207,6,0,1,0,0,0,0,37,0,1,0,0,0,0,2,2,0,2,2,25,3,0,0,0,0,0,0,1,31,1,1,1,2,4,2,1,2,-0.22,7,?
8212,9,0,1,0,0,0,0,18,0,1,0,0,0,0,4,2,0,2,1,0,1,0,0,0,0,0,0,1,31,1,1,1,2,99,2,1,2,-0.28,7,?
8229,10,0,0,0,0,0,1,31,0,0,0,0,0,1,4,2,3,2,?,0,3,0,0,0,0,0,0,1,31,1,1,99,2,99,5,1,2,-0.29159,5,?
8244,7,0,1,0,0,0,0,31,0,1,0,0,0,0,4,2,0,2,2,0,3,0,0,0,0,0,0,1,31,1,1,1,2,4,3,1,2,-0.2,5,?
8251,8,0,0,1,0,0,0,20,0,0,1,0,0,0,4,3,0,2,6,0,1,0,0,0,0,0,0,1,31,1,1,1,99,99,2,1,2,-0.21,7,?
8266,9,0,1,0,0,0,0,24,0,1,0,0,0,0,4,4,0,2,8,0,1,0,0,0,0,0,1,1,31,1,1,1,2,4,4,2,2,-0.33,14,?
8350,7,0,0,1,0,0,0,17,0,0,1,0,0,0,4,1,0,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,99,99,2,1,2,-0.25,4,?
8352,9,1,1,1,0,0,0,25,0,1,1,0,0,0,4,2,0,2,6,0,1,0,0,1,0,0,0,1,31,1,1,99,99,99,3,1,2,-0.27,7,?
8355,8,0,1,1,0,0,0,28,0,0,1,0,0,0,4,6,3,2,?,0,?,0,0,1,0,0,0,1,31,1,1,1,99,99,8,1,2,-0.244963,11,?
8359,9,0,1,1,0,0,0,35,0,1,1,0,0,0,4,3,0,2,0,0,3,0,0,0,0,0,0,2,31,1,1,1,2,99,3,1,2,-0.33,6,?
8368,6,0,1,0,0,0,0,27,0,1,0,0,0,0,4,?,0,?,?,0,?,0,0,0,0,0,0,1,31,?,1,99,99,99,3,1,2,-0.208817,5,?
8382,9,0,0,1,0,0,0,21,0,0,1,0,0,0,2,3,2,2,10,15,1,0,0,0,0,0,0,1,31,1,1,1,2,4,4,1,2,-0.29,7,?
8399,9,0,0,1,0,0,0,39,0,0,1,0,0,0,4,3,4,2,0,0,1,0,0,0,0,0,0,2,31,1,1,99,2,99,6,1,2,-0.27,5,?
8411,10,0,0,1,0,0,0,19,0,0,1,0,0,0,4,4,0,2,9,0,1,0,0,1,0,0,0,2,31,0,1,1,99,99,7,1,2,-0.24,13,?
8417,9,1,1,0,0,0,0,20,1,0,1,0,0,0,1,4,3,2,4,30,3,0,0,0,0,0,0,2,31,1,1,1,2,4,5,1,2,-0.18,10,?
8447,7,0,1,0,0,0,0,19,0,1,0,0,0,0,4,2,0,2,1,0,3,0,0,1,0,0,1,2,31,1,1,1,99,99,3,1,2,-0.17,7,?
8463,4,0,0,0,0,1,0,21,0,0,0,0,1,0,2,3,4,2,8,8,3,0,0,0,0,0,0,2,31,1,1,1,2,4,4,1,2,-0.24,14,?
8470,3,0,0,0,0,1,0,39,0,0,0,0,1,0,4,4,0,1,11,0,2,0,0,0,0,0,0,2,31,1,1,1,2,4,2,1,2,-0.19,12,?
8472,7,0,1,1,0,0,0,21,0,1,0,0,0,0,4,3,6,2,7,0,1,0,1,1,0,0,0,1,31,1,1,1,2,4,4,1,2,-0.39,13,?
8494,6,0,1,1,0,0,1,23,0,1,0,0,0,1,1,3,?,2,?,40,1,1,0,0,0,0,0,1,31,1,1,99,2,99,3,1,2,-0.13137,10,?
8510,10,0,0,0,0,0,1,23,0,0,0,0,0,1,4,3,0,2,2,0,3,0,0,1,0,0,0,2,31,1,1,1,2,99,4,1,2,-0.21,14,?
8511,9,0,1,1,0,0,0,24,0,1,0,0,0,0,4,3,?,2,1,0,2,1,1,1,0,0,0,2,31,1,1,1,2,99,5,1,2,-0.318144,13,?
8515,10,0,0,1,0,0,0,34,0,0,1,0,0,0,4,4,0,2,0,0,1,1,0,1,0,0,0,1,31,1,1,99,99,99,5,1,2,-0.21,12,?
8517,2,0,1,0,0,0,0,22,0,1,0,0,0,0,4,3,3,2,1,0,3,0,0,1,0,0,0,2,31,1,1,1,2,4,4,1,2,-0.23,14,?
8527,9,0,1,1,0,0,0,25,0,1,1,0,0,0,4,2,1,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,99,99,4,1,2,-0.23,5,?
8532,8,0,1,0,0,0,0,24,0,1,0,0,0,0,4,3,2,2,0,0,3,1,0,1,0,0,0,1,31,1,1,1,99,99,5,1,2,-0.24,13,?
8534,8,0,1,1,0,0,0,19,0,1,1,0,0,0,4,3,0,2,2,0,1,0,1,1,0,0,0,1,31,1,1,1,2,99,5,1,2,-0.38,13,?
8536,10,0,1,0,1,0,0,27,0,1,0,0,0,0,4,4,0,2,0,0,1,0,0,1,1,0,0,1,31,1,1,1,99,99,7,1,2,-0.3,11,?
8542,7,0,0,1,0,0,0,24,0,0,1,0,0,0,4,3,0,2,0,0,1,0,0,1,0,0,0,2,31,0,1,1,99,99,9,1,2,-0.26,11,?
8552,6,0,1,1,0,0,0,25,0,1,0,0,0,0,4,4,?,2,6,0,1,1,1,1,0,0,0,2,31,1,1,1,99,99,5,1,2,-0.309542,13,?
8554,6,0,1,1,0,0,0,28,0,1,0,0,0,0,1,3,0,2,1,40,2,0,0,0,0,0,0,1,31,1,1,1,2,4,3,1,2,-0.18,8,?
8584,10,0,1,1,0,0,1,24,?,1,1,?,0,?,?,3,0,2,7,0,1,0,0,0,0,0,0,2,31,?,1,1,2,99,3,1,2,-0.331297,6,?
8590,10,0,0,1,0,0,0,42,0,0,1,0,0,0,2,4,0,2,8,20,1,0,0,0,0,0,0,1,33,?,1,99,99,99,7,1,2,-0.17,7,?
8593,7,0,1,0,0,0,0,38,0,1,0,0,0,0,1,3,2,?,?,?,?,0,0,0,0,0,0,1,31,1,1,1,2,4,4,1,2,-0.181233,5,?
8620,10,0,1,1,0,0,0,34,0,1,0,0,0,0,1,3,?,2,1,?,?,0,0,0,0,0,0,1,31,1,1,1,2,4,3,1,2,-0.190342,7,?
8631,10,0,0,1,0,0,0,28,0,0,1,0,0,0,4,4,14,2,0,0,3,0,0,1,0,1,0,1,31,1,1,1,99,99,7,1,2,-0.18,11,?
8634,4,0,0,1,0,0,0,31,0,1,0,0,0,0,4,?,0,2,1,0,3,1,1,0,0,0,0,2,31,0,1,1,99,99,5,1,2,-0.190768,12,?
8637,10,0,0,0,0,0,0,24,?,?,?,?,?,?,?,3,?,?,?,0,?,1,0,0,0,0,0,2,31,1,1,1,2,99,7,1,2,-0.210906,12,?
8638,10,0,0,1,0,0,0,26,0,0,1,0,0,0,4,3,?,2,7,0,1,0,0,0,0,0,0,1,31,1,1,1,99,99,4,1,2,-0.308458,7,?
8648,6,0,1,0,0,0,0,33,0,1,0,0,0,0,4,3,1,1,8,0,3,0,0,0,0,0,0,1,31,1,1,1,2,99,2,1,2,-0.23,5,?
8662,9,0,0,0,0,0,1,23,0,0,0,0,0,1,4,3,0,2,7,0,1,0,0,1,0,0,0,2,31,1,1,1,99,99,5,1,2,-0.18,12,?
8674,9,0,1,1,0,0,1,33,0,1,1,0,0,0,4,4,0,2,0,0,1,0,0,0,0,0,0,1,31,?,1,99,99,99,2,1,2,-0.308389,5,?
8699,10,0,1,1,0,0,0,25,0,1,0,0,0,0,2,3,0,2,2,0,1,0,0,0,0,0,0,2,31,1,1,1,2,99,3,1,2,-0.3,6,?
8711,7,0,1,1,0,1,0,29,0,1,0,0,1,0,4,3,0,?,0,0,1,0,0,0,0,0,0,1,31,1,1,99,2,99,4,1,2,-0.172879,6,?
8734,10,0,0,1,0,0,1,35,0,0,1,0,0,0,4,3,0,2,1,0,1,1,1,1,0,0,0,1,31,1,1,1,2,4,5,1,2,-0.34,13,?
8751,10,0,1,1,0,0,1,25,0,0,0,0,0,1,3,3,0,2,7,0,2,0,0,0,0,0,0,1,31,1,1,1,2,4,3,1,2,-0.19,6,?
8753,10,0,0,0,0,0,1,39,0,0,0,0,0,1,4,3,4,2,1,0,1,1,0,1,0,1,0,1,31,1,1,99,99,4,8,1,2,-0.26,13,?
8754,10,0,1,1,0,0,1,27,0,1,1,0,0,0,4,3,0,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,99,99,6,1,2,-0.2,7,?
8778,6,0,1,0,0,0,0,23,0,1,0,0,0,0,4,3,0,2,11,0,2,0,0,0,0,0,0,1,31,1,1,1,99,99,3,1,2,-0.26,6,?
8780,6,0,1,0,0,0,0,38,0,1,0,0,0,0,4,3,1,2,8,0,1,0,0,0,0,0,0,2,31,1,1,1,2,99,2,1,2,-0.19,5,?
8785,10,0,0,0,0,0,1,20,0,0,0,0,0,1,4,3,11,2,0,0,3,0,1,0,1,0,0,2,31,1,1,1,2,4,4,1,2,-0.22,13,?
8786,10,0,1,0,0,0,0,18,0,1,0,0,0,0,2,3,0,2,1,3,1,1,1,1,0,0,0,2,31,1,1,1,99,99,6,1,2,-0.16,11,?
8789,9,0,0,1,0,0,0,20,0,0,1,?,0,?,4,4,0,2,8,0,2,0,0,0,0,0,0,1,31,1,1,1,2,99,3,1,2,-0.162957,6,?
8818,8,0,0,1,0,0,0,23,0,0,1,0,0,0,2,3,2,2,2,3,1,0,0,0,0,0,0,1,31,1,1,1,99,99,3,1,2,-0.21,3,?
8849,8,0,1,1,0,0,1,25,0,1,1,0,0,1,4,3,3,2,3,0,1,0,0,0,0,0,0,1,31,1,1,1,99,99,5,1,2,-0.16,7,?
8851,8,0,0,0,0,1,0,31,0,0,0,0,1,0,4,4,2,1,8,0,2,0,0,0,0,0,0,2,31,1,1,1,2,4,3,1,2,-0.37,5,?
8859,1,0,1,0,0,0,0,36,?,?,0,?,0,0,4,4,4,1,7,0,?,0,0,0,0,0,0,1,31,1,1,1,2,4,4,1,2,-0.351141,5,?
8870,10,0,0,1,0,0,0,35,0,0,1,0,0,0,?,2,?,1,1,0,?,0,0,0,0,0,0,2,31,1,1,99,2,99,2,1,2,-0.221301,6,?
8874,10,0,1,0,0,0,0,31,0,1,0,0,0,0,4,4,0,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,2,4,4,1,2,-0.2,10,?
8879,1,0,0,0,0,1,0,34,1,?,?,0,?,?,?,3,3,1,?,0,3,0,0,0,0,0,0,2,31,1,11,1,2,4,5,1,2,-0.161701,5,?
8885,7,0,1,0,0,0,0,32,0,1,0,0,0,0,4,2,6,1,6,0,1,0,0,0,0,0,0,2,31,1,1,1,2,99,5,2,2,-0.18,7,?
8915,8,0,1,1,0,0,0,21,0,1,1,0,0,0,4,2,0,2,2,0,2,0,0,0,0,0,0,1,31,1,1,1,99,99,2,1,2,-0.21,5,?
8918,8,0,0,1,0,0,0,34,0,0,1,0,0,0,1,3,0,2,0,?,2,0,0,0,0,0,0,1,31,1,1,1,2,4,6,1,2,-0.290099,5,?
8932,3,0,1,0,0,0,0,22,0,1,0,0,0,0,4,4,?,2,2,0,2,0,0,0,0,0,1,2,31,1,1,1,2,4,4,1,2,-0.475269,14,?
8937,10,1,0,0,0,0,0,28,1,0,0,0,0,0,4,3,0,2,?,0,?,0,0,0,0,0,0,1,31,1,1,99,2,99,4,1,2,-0.086128,6,?
8943,7,0,1,1,0,0,0,25,0,1,1,0,0,0,4,2,2,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,99,99,4,1,2,-0.28,5,?
8945,5,0,0,0,0,0,1,33,0,0,0,0,0,1,4,3,1,2,6,0,3,0,0,0,0,0,0,1,31,1,1,1,2,4,2,1,2,-0.24,5,?
8947,8,0,0,0,1,0,0,24,0,0,0,1,1,0,4,2,?,2,9,0,3,0,0,0,0,0,0,2,31,1,1,1,2,4,2,1,2,-0.218551,5,?
8958,9,0,0,1,0,0,0,27,0,0,1,0,0,0,4,3,0,2,1,0,1,0,0,0,0,0,0,1,31,1,1,1,99,99,4,1,2,-0.3,7,?
8962,6,1,1,0,0,0,0,22,1,0,0,0,0,0,4,3,4,2,1,0,3,0,0,1,0,0,1,2,31,1,1,1,2,4,5,1,2,-0.37,14,?
8964,9,1,0,1,0,1,0,21,1,0,0,0,1,0,2,3,21,2,2,5,3,0,0,0,0,0,0,2,31,1,1,1,2,4,2,1,2,-0.18,5,?
8968,9,0,0,1,0,0,0,30,0,0,1,0,0,0,4,3,1,2,3,0,1,0,0,0,0,0,0,1,31,1,1,1,2,99,4,1,2,-0.27,7,?
8969,8,0,1,1,0,0,0,41,0,1,0,0,0,0,4,4,0,2,0,0,2,0,0,1,0,0,0,2,31,1,1,1,2,4,8,1,2,-0.24,14,?
8972,8,0,0,0,0,0,0,21,?,?,?,?,?,?,?,2,?,?,?,0,?,0,0,0,0,0,0,1,31,1,1,99,2,99,2,1,2,-0.228613,7,?
8977,7,1,0,0,0,0,1,35,0,0,0,0,0,1,4,3,2,?,?,0,3,0,0,0,0,0,0,1,31,?,1,1,2,99,5,1,2,-0.208803,6,?
8978,7,0,1,0,0,0,0,18,0,1,0,0,0,0,4,4,1,2,0,0,2,0,1,1,0,0,1,1,31,1,1,99,2,4,7,1,2,-0.29,14,?
8993,3,0,1,0,0,0,0,22,0,1,0,0,0,0,2,3,1,2,1,0,2,1,0,1,0,0,0,2,31,1,1,1,2,4,6,1,2,-0.26,13,?
9006,10,1,1,0,0,0,1,24,0,0,0,0,0,1,1,3,?,2,4,53,3,1,0,1,0,0,0,1,31,1,1,99,2,99,7,1,2,-0.222974,11,?
9016,8,0,1,0,0,0,0,24,0,1,0,0,0,0,1,2,1,2,1,40,3,0,0,0,0,0,0,2,31,1,1,1,2,4,3,1,2,-0.24,10,?
9020,10,0,0,0,0,1,0,26,0,0,0,0,1,0,4,3,3,2,1,0,3,0,0,0,0,0,0,2,31,1,1,1,2,4,5,1,2,-0.2,5,?
9059,7,0,0,0,0,1,0,18,0,1,0,0,0,0,4,4,10,1,8,0,3,0,1,0,0,0,1,1,31,1,1,1,2,4,5,1,2,-0.23,14,?
9063,10,0,0,1,0,0,0,25,0,0,1,0,0,0,4,3,2,2,3,0,1,0,0,0,0,0,0,2,31,1,1,1,2,4,3,1,2,-0.31,6,?
9083,9,0,0,1,0,0,0,35,0,0,1,0,0,0,4,3,?,2,?,0,2,0,0,0,0,0,0,1,31,1,1,1,2,4,4,1,2,-0.165561,5,?
9085,7,0,0,0,0,1,0,31,0,0,0,0,1,0,1,3,1,2,7,40,1,0,0,0,0,0,0,2,31,1,1,1,99,99,2,1,2,-0.15,7,?
9091,4,0,1,1,0,0,0,23,0,1,0,0,0,0,4,4,24,2,3,0,2,0,0,1,0,0,0,1,31,1,1,1,2,4,4,1,2,-0.36,14,?
9095,2,0,1,0,0,0,0,28,0,1,0,0,0,0,2,?,0,2,9,25,2,0,0,0,0,0,0,2,31,1,1,1,99,99,4,2,2,-0.18677,7,?
9097,8,0,1,1,0,0,0,37,0,1,1,0,0,0,4,3,3,2,8,0,1,0,0,0,0,0,0,2,31,1,1,1,2,99,4,1,2,-0.18,10,?
9109,9,0,1,0,0,0,0,23,0,1,0,0,0,0,4,4,0,2,7,0,2,0,0,0,0,0,0,1,31,1,1,1,2,4,4,1,2,-0.16,5,?
9122,5,0,1,1,0,0,0,31,0,1,1,0,0,0,3,2,0,2,2,8,3,0,0,0,0,0,0,1,31,1,1,1,2,99,3,1,2,-0.24,7,?
9146,6,0,1,0,0,0,0,26,0,1,0,0,0,0,4,4,2,1,7,0,3,0,0,0,0,0,0,1,31,1,1,1,2,4,2,1,2,-0.41,5,?
9150,10,0,0,0,0,0,0,55,0,?,?,?,?,?,4,3,10,2,?,0,2,0,0,0,0,0,0,1,33,1,1,1,2,99,7,1,2,-0.189328,5,?
9154,10,0,1,0,0,0,0,19,0,1,0,0,0,0,4,2,0,2,7,0,3,0,0,0,0,0,0,1,31,1,1,1,2,99,2,1,2,-0.22,7,?
9174,9,0,0,0,0,0,1,21,0,0,0,0,0,1,4,3,0,2,0,0,2,0,0,0,0,0,0,2,31,1,1,1,99,99,4,1,2,-0.19,6,?
9176,9,0,0,1,0,0,0,43,0,0,1,0,0,0,4,3,18,2,8,0,1,0,0,0,0,0,0,2,33,1,1,1,2,4,5,1,2,-0.16,13,?
9178,10,0,1,1,1,0,0,25,0,1,1,0,0,0,1,3,0,2,3,26,2,1,0,0,0,0,1,1,31,1,1,1,2,4,5,1,2,-0.25,14,?
9179,10,0,1,1,0,0,0,34,0,1,1,0,0,0,4,?,?,2,0,0,1,0,0,1,0,0,0,2,31,1,1,1,2,99,4,1,2,-0.246429,11,?
9180,9,0,1,0,0,0,0,23,0,1,0,0,0,0,4,3,1,2,0,0,2,0,0,0,0,0,0,1,31,1,1,1,99,99,4,1,2,-0.18,5,?
9201,9,0,0,1,0,0,0,25,0,0,1,0,0,0,4,3,4,2,1,0,1,1,0,1,0,0,0,1,31,1,1,99,99,99,4,1,2,-0.17,13,?
9223,3,0,1,0,0,0,0,40,0,1,0,0,0,0,1,4,0,2,11,40,2,0,0,0,0,0,0,2,31,1,1,1,2,4,4,1,2,-0.2,13,?
9225,4,0,1,0,0,0,0,37,0,1,0,0,0,?,4,3,?,?,?,0,2,0,0,0,0,0,0,1,31,1,1,1,2,4,2,1,2,-0.183998,6,?
9226,9,0,1,1,0,0,0,31,0,1,0,0,0,0,4,3,2,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,2,99,3,1,2,-0.27,6,?
