random_ID,NZDep2006,ch_asian,ch_euro,ch_maori,ch_melaa,ch_other,ch_pacific,m_age,m_asian,m_euro,m_maori,m_melaa,m_other,m_pacific,m_wklfs_code,d_age,d_asian,d_euro,d_maori,d_melaa,d_other,d_pacific,d_wklfs_code,bedroom_count_code,m_years_at_addr_code,m_tenure_holder_code,m_education,m_work_hours,m_smoke,m_income_srce7,m_income_srce8,m_income_srce9,m_income_srce10,m_income_srce11,m_income_srce12,d_years_at_addr_code,d_tenure_holder_code,d_education,d_work_hours,d_smoke,d_income_srce7,d_income_srce8,d_income_srce9,d_income_srce10,d_income_srce11,d_income_srce12,ch_sex,child_depend_family_type_code,d_family_role_code,heat_fuel,m_family_role_code,telecomm1_code,telecomm2_code,telecomm4_code,usual_resdnt_count_code,twin,singparstat,total_income_hhld_code,Outlier,ExtremeValue
3167,1,0,1,0,0,0,0,33,0,1,0,0,0,0,4,34,0,1,0,0,0,0,1,4,0,2,10,0,2,0,0,0,0,0,0,1,2,8,45,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,11,no,no
3168,2,0,1,0,0,0,0,33,0,1,0,0,0,0,4,35,0,1,0,0,0,0,1,5,0,1,11,0,3,0,0,0,0,0,0,0,1,14,42,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,6,1,1,14,no,no
3169,8,1,1,1,0,0,0,42,0,1,1,0,0,0,4,52,0,1,1,0,0,0,3,3,2.788198,2,0,0,1,0,0,0,0,0,0,8,2,0,0,2,0,0,0,0,0,0,2,21,1,1,1,1,2,99,4,1,1,2,yes,no
3170,6,0,0,0,0,1,0,30,0,0,0,0,1,0,1,40,0,0,?,?,?,0,1,4,4,1,1,40,1,0,0,0,0,0,0,9,?,0,0,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,12,no,no
3171,7,0,0,1,0,0,0,27,0,0,1,0,0,0,4,33.721865,?,?,?,?,?,?,?,3,1,2,?,0,1,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,99,99,4,1,2,8,no,no
3172,6,0,1,1,0,0,0,37,0,1,1,0,0,0,4,31,0,1,1,0,0,0,2,3,11,1,1,0,3,0,0,0,0,0,0,9,1,0,16,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,7,no,no
3173,10,0,0,0,0,0,1,30,0,0,0,0,0,1,4,33.721865,?,?,?,?,?,?,?,3,3,2,1,0,2,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,99,2,4,5,1,2,5,no,no
3174,1,0,1,0,0,0,0,35,0,1,0,0,0,0,1,34,0,1,0,0,0,0,1,4,1,1,12,50,3,0,0,0,0,0,0,0,1,13,45,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,14,yes,no
3175,2,0,1,0,0,0,0,39,0,1,0,0,0,0,1,38,0,1,0,0,0,0,1,3,1,1,11,50,3,0,0,0,0,0,0,3,1,11,38,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,14,yes,no
3176,6,0,1,1,0,0,0,36,0,1,1,0,0,0,4,35,0,1,0,0,0,0,1,2,0,2,9,0,2,0,0,0,0,0,0,0,2,11,45,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,13,no,no
3177,4,0,1,0,0,0,0,27,0,1,0,0,0,0,4,25,0,1,0,0,0,0,1,4,0,2,8,0,3,0,0,0,0,0,0,2,2,4,45,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,11,no,no
3178,10,0,0,0,0,0,1,42,0,0,0,0,0,1,4,39,0,0,0,0,0,1,1,3,9,2,3,0,3,0,0,0,0,0,0,6,2,3,40,3,0,0,0,0,0,0,1,21,1,?,1,99,2,99,9,1,1,10,no,no
3179,9,0,1,0,0,0,1,25,0,1,1,0,0,0,4,33.721865,?,?,?,?,?,?,?,3,19,2,9,0,3,0,0,1,1,0,1,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,2,4,5,1,2,10,yes,no
3181,7,1,0,0,0,0,0,36,1,0,0,0,0,0,4,33.721865,?,?,?,?,?,?,?,3,1,2,13,0,3,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,2,99,4,2,2,2,no,no
3182,1,0,1,0,0,0,0,33,0,1,0,0,0,0,4,31,0,1,0,0,0,0,1,2,2,?,3,0,?,0,0,0,0,0,0,2,1,10,55,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,12,no,no
3183,8,0,1,0,0,0,0,31,0,1,0,0,0,0,2,32,0,1,0,0,0,0,1,4,4,2,11,3,2,0,0,0,0,0,0,2.823703,2,8,45,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,12,no,no
3184,3,0,0,0,0,1,0,35,0,0,0,0,1,0,4,37,0,0,0,0,1,0,1,3,3,2,7,0,1,0,0,0,0,0,0,11,1,8,60,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,13,yes,no
3185,3,0,0,1,0,0,0,34,0,1,0,0,0,0,1,39,0,0,1,0,0,0,1,3,2,1,2,40,1,0,0,0,0,0,0,0,1,2,40,?,0,0,0,0,0,0,2,21,1,1,1,99,2,4,4,1,1,14,no,no
3188,10,0,0,1,0,0,0,24,0,0,1,0,0,0,4,27,0,0,1,0,0,0,4,3,2,2,4,0,1,1,1,1,0,0,0,2,2,0,0,1,1,1,1,0,0,0,1,21,1,1,1,99,99,99,9,1,1,14,no,no
3189,4,0,0,0,0,1,0,29,0,0,0,0,1,0,2,38,0,0,0,0,1,0,1,3,0,2,7,24,2,0,0,0,0,0,0,2,2,10,50,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,14,no,no
3190,10,0,0,0,0,0,1,38,0,0,0,0,0,1,4,49,0,0,0,0,0,1,1,3,7,2,0,0,?,0,0,0,0,0,0,12,2,1,32,3,0,0,0,0,0,0,2,21,1,0,1,99,2,4,7,1,1,7,yes,no
3191,2,0,1,0,0,0,0,34,?,1,?,?,?,?,?,33.721865,?,?,?,?,?,?,?,3,2.788198,1,?,0,?,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,2,4,2,1,2,3,no,no
3192,8,0,0,0,1,1,0,30,0,0,0,0,1,0,4,35,0,0,0,0,1,0,1,4,0,1,11,0,3,0,0,0,0,0,0,1,1,11,50,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,14,no,no
3193,10,0,1,0,0,0,0,20,0,1,0,0,0,0,4,33.721865,?,?,?,?,?,?,?,2,0,2,1,0,1,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,2,4,3,1,2,8,no,no
3194,7,1,1,1,0,0,0,37,1,0,1,0,0,0,2,33,0,1,0,0,0,0,1,4,8,1,3,15,2,0,0,0,0,0,0,8,1,9,45,2,0,0,0,0,0,0,1,23,1,1,1,1,2,4,5,1,1,10,no,no
3195,8,0,1,0,0,0,1,23,0,1,0,0,0,0,4,33.721865,?,?,?,?,?,?,?,5,0,2,3,0,3,0,0,1,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,2,99,8,1,2,13,no,no
3196,5,1,1,0,0,0,0,31,1,0,0,0,0,0,4,32,0,1,0,0,0,0,1,3,4,1,4,0,?,0,0,0,0,0,0,4,1,11,41,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,14,no,no
3197,2,0,1,1,0,0,1,33,?,1,0,0,0,?,?,34,0,1,0,0,0,0,1,3,0,1,11,0,3,0,0,0,0,0,0,0,2,0,34.026761,3,0,0,0,0,0,0,1,21,1,0,1,1,99,99,4,1,1,12,no,no
3198,6,1,0,0,0,0,0,39,1,0,0,0,0,0,4,39,1,0,0,0,0,0,1,4,7,1,4,0,3,0,0,0,0,0,0,15,1,?,40,3,0,0,0,0,0,0,2,21,1,1,1,99,2,99,7,1,1,12,yes,no
3200,6,0,1,0,0,0,0,21,0,?,?,?,0,?,4,33.721865,?,?,?,?,?,?,?,4,5,2,?,0,1,0,0,1,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,2,99,5,1,2,12,no,no
3201,8,0,1,0,0,0,0,32,?,?,?,0,?,0,?,37,0,1,0,0,0,0,1,3,1,?,?,0,?,0,0,0,0,0,0,1,1,8,40,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,13,no,no
3202,5,0,1,1,0,0,0,36,0,1,0,0,0,0,1,38,0,1,1,0,0,0,4,3,4,1,9,8.619314,?,0,0,0,0,0,0,4,1,?,0,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,12,no,no
3203,1,0,1,0,0,0,0,37,0,1,0,0,0,0,2,46,0,1,0,0,0,0,1,4,2,1,11,10,2,0,0,0,0,0,0,2,1,11,50,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,13,no,no
3204,5,0,1,0,0,0,0,31,0,1,0,0,0,0,4,39,0,1,0,0,0,0,1,3,3,1,2,0,1,0,0,0,0,0,0,4,1,8,55,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,6,2,1,12,no,no
3205,9,0,0,0,0,0,0,19,0,1,0,0,0,0,4,21,0,0,0,0,1,0,1,5,8,2,0,0,1,0,1,1,0,0,0,1,2,0,40,3,0,1,1,0,0,0,1,21,1,1,1,1,2,99,5,1,1,12,no,no
3206,5,0,1,0,0,0,0,33,0,1,0,0,0,0,1,35,0,1,0,0,0,0,1,3,2,1,4,30,3,0,0,0,0,0,0,4,1,8,50,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,13,no,no
3207,6,0,1,0,0,0,0,35,0,1,0,0,0,0,2,36,0,1,0,0,0,0,1,3,2,1,9,13,3,0,0,0,0,0,0,2,1,2,50,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,12,no,no
3209,2,0,1,0,0,0,0,30,0,1,0,0,0,0,2,25,0,1,0,0,0,0,1,3,25,1,0,0,3,0,0,0,0,0,0,2,1,1,50,1,0,0,0,0,0,0,1,21,1,1,1,99,2,4,4,1,1,12,yes,no
3210,3,0,0,0,0,1,0,32,0,0,0,0,1,0,4,41,0,0,0,0,1,0,1,3,10,1,2,0,2,0,0,0,0,0,0,10,1,9,40,?,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,13,yes,no
3211,4,0,1,1,0,0,0,18,0,0,1,0,0,0,3,26,0,1,0,0,0,0,1,3,0,2,9,0,3,0,0,1,0,0,1,0,2,2,43,3,0,0,1,0,0,1,2,21,1,1,1,1,2,4,7,1,1,14,no,no
3212,10,0,1,0,0,0,0,25,0,1,0,0,0,0,1,39,0,1,0,0,0,0,1,4,1,1,8,50,2,0,0,0,0,0,0,1,1,11,55,2,0,0,0,0,0,0,1,21,1,1,1,99,2,4,3,1,1,14,yes,no
3213,8,0,1,0,0,0,0,32,0,1,0,0,0,0,4,32,0,1,0,0,0,0,1,3,0,1,10,35,3,0,0,0,0,0,0,0,1,2,45,3,0,0,0,0,0,0,2,21,1,1,1,1,99,99,4,1,1,13,no,no
3214,1,0,0,0,0,1,0,36,?,0,?,?,?,?,4,29,0,1,0,0,0,0,1,3,2,1,11,0,3,0,0,0,0,0,0,1,1,12,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,14,no,no
3215,7,0,0,1,0,0,0,22,0,1,1,0,0,0,4,23,0,0,1,0,0,0,1,3,1,2,10,0,2,0,0,0,0,0,0,1,2,1,34.026761,1,0,0,0,0,0,0,2,21,1,1,1,1,2,99,3,1,1,10,no,no
3216,9,0,0,1,0,0,1,31,0,0,1,0,0,0,3,33.721865,?,?,?,?,?,?,?,3,0,2,0,20,1,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,2,4,6,1,2,5,no,no
3217,6,0,0,0,0,1,0,31,0,1,0,0,0,0,4,32,0,0,0,0,1,0,1,4,0,1,12,0,3,0,0,0,0,0,0,3,1,11,50,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,13,no,no
3219,4,0,1,0,0,0,0,34,0,1,?,?,0,?,4,33.721865,?,?,?,?,?,?,?,3,2,?,2,0,1,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,2,4,3,1,2,6,no,no
3220,3,0,1,0,0,0,0,27,0,1,0,0,0,0,4,35,?,?,0,0,?,0,1,4,3,2,3,0,2,0,0,0,0,0,0,3,2,8,45,?,0,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,11,no,no
3221,1,0,1,0,0,0,0,34,0,1,0,0,0,0,4,42,0,1,0,0,0,0,1,3,1,1,8,0,3,0,0,0,0,0,0,2,1,8,52,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,14,no,no
3222,6,0,1,1,0,0,0,21,0,1,1,0,0,0,3,33.721865,?,?,?,?,?,?,?,3,2,2,8,0,3,0,0,1,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,99,99,5,1,2,11,no,no
3223,2,0,1,0,0,0,0,37,0,1,0,0,0,0,1,40,0,1,0,0,0,0,1,4,5,1,11,83,3,0,0,0,0,0,0,2,1,8,115,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,6,1,1,14,no,yes
3224,2,0,1,0,0,0,0,30,0,1,0,0,0,0,1,33,0,1,0,0,0,0,1,4,3,1,2,25,2,0,0,0,0,0,0,4,1,8,50,?,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,12,no,no
3225,7,0,0,0,0,0,1,23,0,0,0,0,0,1,3,34,0,0,0,0,0,1,4,6,0,2,4,0,3,0,0,0,0,0,0,0,?,4,0,2,0,0,0,0,0,0,1,23,1,?,1,99,2,99,6,1,1,4,no,no
3226,3,0,1,0,0,0,0,36,0,1,0,0,0,0,4,36,0,1,0,0,0,0,1,4,3,1,4,0,3,0,0,0,0,0,0,1,1,12,50,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,14,no,no
3228,5,0,1,1,0,0,0,31,0,1,0,0,0,0,1,34,0,1,1,0,0,0,1,3,3,1,2,37,2,0,0,0,0,0,0,5,1,8,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,14,no,no
3229,8,0,0,1,0,0,0,23,0,0,1,0,0,0,4,18,0,0,1,0,0,0,1,3,0,?,2,0,1,0,0,0,0,0,0,0,1,11,50,3,0,0,0,0,0,0,2,21,1,1,1,1,2,99,5,1,1,10,no,no
3230,7,0,1,0,0,0,0,30,?,?,0,?,?,?,?,33,0,1,0,0,0,0,1,4,0,2,11,0,?,0,0,0,0,0,0,0,1,2,60,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,12,no,no
3233,8,0,1,0,0,0,0,36,0,1,0,0,0,0,1,42,0,1,0,0,0,0,1,3,2,2,8,50,2,0,0,0,0,0,0,2,2,8,36,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,14,yes,no
3234,7,0,1,0,0,0,0,28,0,1,0,0,0,0,2,27,0,0,0,0,0,0,2,5,1,2,10,1,3,0,0,0,0,1,1,1,2,6,45,2,0,0,0,0,1,1,2,21,1,1,1,1,2,4,7,1,1,12,no,no
3235,6,0,1,0,0,0,0,28,0,1,0,0,0,0,4,28,0,1,0,0,0,0,1,3,3,1,11,0,3,0,0,0,0,0,0,3,1,2,50,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,14,no,no
3236,7,0,1,1,0,0,0,26,0,1,1,0,0,0,2,28,0,1,0,0,0,0,1,4,3,2,1,15,1,0,0,0,0,0,0,3,2,8,70,1,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,11,no,no
3237,8,0,1,0,0,0,0,31,0,1,0,0,0,0,4,34,0,1,0,?,0,0,1,3,5,?,?,0,3,0,0,0,0,0,0,3,1,1,45,3,0,0,0,0,0,0,2,21,1,1,1,1,2,99,4,1,1,11,no,no
3238,1,0,1,0,0,0,0,39,0,1,0,0,0,0,4,33.721865,?,?,?,?,?,?,?,3,1,1,4,0,3,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,2,4,3,1,2,2,no,no
3239,1,0,1,1,0,0,0,38,0,1,1,0,0,0,4,37,0,1,0,0,0,0,1,4,1,1,1,0,2,0,0,0,0,0,0,1,1,0,60,2,0,0,0,0,0,0,2,21,1,1,1,1,2,99,4,1,1,12,no,no
3240,8,0,1,0,0,0,1,25,0,1,0,0,0,1,4,33.721865,?,?,?,?,?,?,?,4,2,2,0,0,1,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,2,99,4,1,2,10,no,no
3242,10,0,1,0,0,0,0,23,0,1,0,0,0,0,4,33.721865,?,?,?,?,?,?,?,3,0,2,1,0,1,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,99,99,3,1,2,6,no,no
3243,2,0,1,0,0,0,0,23,0,1,0,0,0,0,4,27,0,1,0,0,0,0,1,3,0,1,4,0,2,0,0,0,0,0,1,0,1,12,40,3,0,0,0,0,0,1,2,21,1,0,1,1,2,99,3,1,1,14,no,no
3244,8,0,1,0,0,0,0,29,0,1,0,0,0,0,2,28,0,1,0,0,0,0,1,3,3,2,10,10,3,0,0,0,0,0,0,0,2,?,45,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,12,no,no
3245,5,0,1,0,0,0,0,33,0,1,0,0,0,0,4,34,0,1,0,0,0,0,1,3,4,1,11,0,?,0,0,0,0,0,0,3,1,12,45,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,14,no,no
3246,4,0,0,0,0,1,0,28,?,0,0,0,?,0,4,36,0,0,0,0,1,0,1,3,0,?,?,0,?,0,0,0,0,0,0,1,1,11,50,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,14,no,no
3247,1,0,1,0,0,0,0,32,0,1,0,0,0,0,2,36,0,1,0,0,0,0,1,3,3,2,8,40,2,0,0,0,0,0,0,2,2,0,40,1,0,0,0,0,0,0,1,21,1,1,1,99,2,99,5,1,1,12,no,no
3248,2,0,1,0,0,0,0,31,0,1,0,0,0,0,2,36,0,1,0,0,0,0,1,3,2,1,4,10,2,0,0,0,0,0,0,2,1,7,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,13,no,no
3249,9,0,0,0,0,0,0,35,0,1,0,0,0,0,4,29,0,1,0,0,0,0,1,3,1,?,?,0,?,0,0,0,0,0,0,2,2,2,50,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,2,1,14,no,no
3250,9,0,1,0,0,0,0,22,0,1,0,0,0,0,4,27,0,1,0,0,0,0,1,2,0,2,0,0,3,0,0,0,0,0,0,0,2,2,42,1,0,0,0,0,0,0,2,21,1,1,1,1,2,99,4,1,1,8,no,no
3251,6,1,0,0,0,0,0,26,1,0,0,0,0,0,4,37,1,0,0,0,0,0,1,4,0,1,4,0,3,0,0,0,0,0,0,0,1,0,30,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,6,1,1,6,no,no
3252,10,0,1,0,0,0,0,25,0,1,0,0,0,0,2,31,0,1,0,0,0,0,1,3,2.788198,2,3,8.619314,1,0,0,0,0,0,0,2,2,0,30,1,0,0,0,0,0,0,2,21,1,1,1,1,2,99,5,1,1,7,no,no
3253,9,0,1,1,0,0,0,26,0,1,1,0,0,0,4,31,0,0,1,0,0,0,2,3,0,2,2,0,1,0,0,0,0,0,0,0,2,0,11,3,0,0,0,0,0,0,1,21,1,1,1,1,99,99,4,1,1,12,no,no
3254,6,0,0,0,0,1,0,34,0,1,0,0,0,0,2,33,0,0,0,0,1,0,1,3,5,2,10,20,3,0,0,0,0,0,0,3,1,8,40,?,0,0,0,0,0,0,1,21,1,1,1,1,2,99,4,1,1,10,no,no
3256,9,0,1,1,0,0,0,26,0,1,1,0,0,0,4,33.721865,?,?,?,?,?,?,?,3,0,2,1,0,1,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,2,4,3,1,2,6,no,no
3257,4,0,1,0,0,0,0,34,?,1,?,0,?,?,2,31,0,1,0,0,0,0,1,3,4,?,?,20,2,0,0,0,0,0,0,6,1,8,40,1,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,14,no,no
3259,7,0,0,1,0,1,0,29,0,0,?,0,?,?,4,38,0,1,1,0,0,0,2,3,2,2,4,0,3,0,0,0,0,0,0,3,2,3,24,1,0,0,0,0,0,0,2,21,1,1,1,1,99,99,6,1,1,12,no,no
3261,9,0,0,0,0,0,1,27,0,0,0,0,0,1,4,40,0,0,0,0,0,1,4,3,1,2,0,0,?,0,0,0,0,0,0,1,?,4,0,1,0,0,0,0,0,0,2,21,1,0,1,1,2,99,9,1,1,2,no,no
3263,7,0,1,0,0,0,0,31,0,1,0,0,0,0,4,33,0,1,0,0,0,0,1,4,10,1,12,0,2,0,0,0,0,0,0,10,1,11,50,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,13,yes,no
3264,6,0,0,0,0,0,0,31,?,?,?,?,?,?,4,33.721865,?,?,?,?,?,?,?,3,2.788198,?,1,0,?,0,0,1,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,99,2,99,3,1,2,11,no,no
3265,5,1,0,0,0,0,0,30,1,0,0,0,0,0,2,43,1,0,0,0,0,0,3,3,2,1,11,11,3,0,1,0,0,0,1,2,1,11,30,3,0,1,0,0,0,1,2,21,1,1,1,1,2,4,8,1,1,9,no,no
3266,8,0,1,0,0,0,0,18,0,1,0,0,0,0,4,18,0,1,0,0,0,0,4,2,2,2,0,10,1,0,0,1,0,0,0,10,2,0,0,1,0,0,1,0,0,0,2,21,1,1,1,1,99,99,6,1,1,10,yes,no
3267,3,0,0,0,0,1,0,31,0,1,0,0,1,0,1,34,0,1,0,0,0,0,1,3,1,1,12,45,3,0,0,0,0,0,0,2,1,11,45,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,13,yes,no
3268,1,1,0,0,0,0,0,28,1,0,0,0,0,0,4,34,1,0,0,0,0,0,2,3,7,2,4,0,3,0,0,0,0,0,0,1,2,11,12,?,0,0,0,0,0,0,1,21,1,1,1,1,2,4,8,1,1,13,no,no
3270,6,0,1,0,0,0,0,40,0,1,0,0,0,0,1,31,0,1,0,0,0,0,1,4,5,1,1,8.619314,2,0,0,0,0,0,0,6,1,4,90,1,0,0,0,0,0,0,1,21,1,1,1,99,2,99,4,1,1,14,no,no
3271,4,0,1,0,0,0,0,35,0,1,0,0,0,0,2,35,0,0,0,0,1,0,1,4,3,1,2,20,2,0,0,0,0,0,0,0,1,8,40,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,13,no,no
3273,6,0,0,1,0,0,0,24,0,0,1,0,0,0,2,26,0,0,1,0,0,0,1,4,2,2,3,16,3,0,0,0,0,0,1,2,2,?,40,3,0,0,0,0,0,1,1,21,1,1,1,1,2,4,6,1,1,13,no,no
3274,5,0,1,0,0,0,0,34,0,1,0,0,0,0,4,31,0,1,0,0,0,0,1,3,2,1,8,0,2,0,0,0,0,0,0,2,1,8,45,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,13,no,no
3275,3,0,1,1,0,0,0,33,0,1,0,0,0,0,4,35,0,0,0,0,1,0,1,3,12,1,9,4,3,0,0,0,0,0,0,10,1,8,50,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,11,yes,no
3276,9,0,1,0,0,0,0,35,0,1,0,0,0,0,4,41,0,0,0,0,1,0,1,4,1,1,0,0,2,0,0,0,0,0,0,4,1,4,50,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,12,no,no
3277,4,0,1,0,0,0,0,33,0,0,0,0,1,0,2,32,0,1,0,0,0,0,1,4,2.788198,1,?,8.619314,3,0,0,0,0,0,0,2,1,10,65,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,14,no,no
3278,9,1,0,0,0,0,0,36,1,0,0,0,0,0,3,38,1,0,0,0,0,0,3,3,0,1,4,0,3,1,0,0,0,0,1,2,1,9,40,3,1,0,0,0,0,1,2,21,1,1,1,1,2,4,5,1,1,5,no,no
3279,4,1,1,1,0,0,1,37,0,1,1,0,0,0,1,35,1,0,0,0,0,1,1,3,2,1,11,12,3,0,0,0,0,0,0,2,1,2,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,14,no,no
3280,3,0,1,0,0,0,0,31,0,1,0,0,0,0,4,33,0,1,0,0,1,0,1,3,3,1,11,0,3,0,0,0,0,0,0,3,1,9,40,3,0,0,0,0,0,0,2,21,1,1,1,99,2,4,3,1,1,14,no,no
3281,6,0,1,0,0,0,0,37,0,?,1,0,0,0,?,33.721865,?,?,?,?,?,?,?,2,2.788198,?,?,0,1,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,99,99,3,1,2,7,no,no
3282,6,1,0,0,0,0,0,39,1,0,0,0,0,0,4,41,1,0,0,0,0,0,4,4,3,1,4,0,3,0,0,0,0,0,0,3,1,4,0,3,0,0,0,0,0,0,2,21,1,1,1,99,2,4,4,1,1,9,no,no
3283,6,0,1,0,0,0,0,31,0,1,0,0,0,0,2,32,0,1,0,0,0,0,1,3,0,2,1,8,3,0,0,0,0,0,0,0,2,2,52,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,12,no,no
3284,10,1,0,0,0,0,0,28,1,0,0,0,0,0,4,35,1,0,0,0,0,0,1,2,0,2,?,0,3,0,0,0,0,0,0,2,2,0,30,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,13,no,no
3285,1,0,1,0,0,0,1,35,0,1,0,0,0,1,2,37,0,1,0,0,0,0,1,3,4,1,2,0,2,0,0,0,0,0,0,1,1,2,60,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,14,no,no
3286,1,0,1,0,0,0,0,32,0,1,0,0,0,0,4,36,?,1,0,0,?,0,?,3,0,1,11,0,2,0,0,0,0,0,1,2.823703,2,?,0,?,0,0,0,0,0,1,1,21,1,1,1,1,2,4,6,1,1,14,no,no
3288,4,0,0,0,0,1,0,32,0,0,0,0,1,0,4,36,0,1,0,0,0,0,1,3,1,1,11,0,3,0,0,0,0,0,0,2,1,11,45,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,12,no,no
3289,3,0,1,0,0,0,0,40,0,1,0,0,0,0,2,41,0,1,0,0,0,0,1,4,7,1,11,16,3,0,0,0,0,0,0,5,1,12,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,14,no,no
3291,2,0,1,0,0,0,0,46,0,1,0,0,0,0,1,45,0,1,0,0,0,0,1,4,2.788198,1,11,30,3,0,0,0,0,0,0,21,1,8,50,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,13,no,yes
3292,2,0,1,0,0,0,0,28,0,1,0,0,0,0,4,33,0,1,0,0,0,0,1,3,7,1,4,0,2,0,0,0,0,0,0,8,1,2,44,3,0,0,0,0,0,0,2,21,1,1,1,99,2,99,4,1,1,12,no,no
3295,3,0,1,0,0,0,0,37,0,1,0,0,0,0,4,33,0,1,0,0,0,0,1,4,2,1,0,0,2,0,0,0,0,0,0,4,1,8,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,14,no,no
