@relation 'Census-weka.filters.unsupervised.attribute.Remove-R60-61-weka.filters.unsupervised.attribute.Remove-R2-8,10-16,18-24,27-28,30-36,38-39,41-55,57-58-weka.filters.unsupervised.attribute.InterquartileRange-R2-O3.0-E6.0-weka.filters.unsupervised.attribute.Remove-R11-12'

@attribute random_ID numeric
@attribute m_age numeric
@attribute d_age numeric
@attribute bedroom_count_code numeric
@attribute m_years_at_addr_code numeric
@attribute m_work_hours numeric
@attribute d_years_at_addr_code numeric
@attribute d_work_hours numeric
@attribute usual_resdnt_count_code numeric
@attribute total_income_hhld_code {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14}

@data
2430,39,39,3,2.788198,8.619314,4,38,3,14
2431,30,24,4,0,0,0,40,4,12
2432,42,38,3,5,0,4,45,4,13
2433,34,38,3,1,0,2.823703,0,3,13
2435,36,35,6,6,20,2,45,6,14
2436,32,31,3,6,15,6,40,4,14
2437,22,21,3,0,0,2.823703,0,4,11
2438,34,33.721865,3,11,0,2.823703,0,3,12
2439,36,30,3,0,0,0,65,5,13
2440,34,35,4,2.788198,8.619314,0,80,6,14
2441,32,38,3,0,0,0,40,3,9
2442,31,33,4,1,0,0,40,4,10
2444,32,35,3,0,1,0,40,5,13
2445,38,37,3,5,0,4,42,5,14
2447,25,33.721865,3,2,0,2.823703,0,4,10
2448,35,30,3,1,0,0,38,6,12
2449,30,38,4,0,6,0,60,4,14
2450,29,33.721865,3,3,0,2.823703,0,3,5
2451,21,33.721865,3,0,0,2.823703,0,3,5
2453,32,39,3,2,0,5,38,5,12
2454,35,38,2,0,35,0,45,3,14
2455,34,32,4,4,60,6,60,3,14
2456,23,25,3,0,8.619314,0,50,4,9
2457,35,33.721865,3,2.788198,0,2.823703,0,5,6
2458,28,39,4,3,8.619314,0,50,7,10
2460,33,33.721865,3,0,0,2.823703,0,4,9
2462,31,33,3,5,16,5,38,3,13
2463,18,33.721865,4,3,0,2.823703,0,7,14
2464,33,41,3,11,30,11,40,5,12
2465,30,37,3,2,20,2,40,3,11
2467,30,29,4,0,0,0,45,4,12
2468,21,33.721865,2,0,0,2.823703,0,3,5
2469,26,33.721865,3,24,0,2.823703,0,7,12
2470,39,35,2,1,0,1,40,3,13
2471,30,33,4,2.788198,0,2.823703,48,5,10
2472,33,35,3,5,0,6,45,4,11
2473,25,28,3,0,0,0,40,3,14
2474,33,31,3,1,0,3,40,3,12
2475,33,33,3,0,0,2,46,5,10
2477,33,35,3,8,0,8,40,4,13
2478,32,34,4,1,0,1,40,3,13
2479,28,25,3,0,0,2,40,4,13
2480,35,36,3,2,12,2,42,4,11
2481,31,45,4,1,40,2,40,4,12
2482,28,34,3,0,0,0,50,4,11
2483,24,33.721865,3,16,0,2.823703,0,5,14
2484,31,29,3,0,0,0,45,5,14
2485,36,35,4,0,0,0,40,4,13
2486,22,23,2,2,30,2,45,4,12
2487,37,32,3,2,0,2,37,3,11
2490,32,36,3,0,0,0,40,4,13
2491,39,34,3,5,10,2,34.026761,4,14
2492,28,30,4,4,58,3,50,3,11
2494,31,30,3,4,0,4,38,3,14
2495,31,31,3.247138,0,24,0,55,3,13
2496,22,23,2,1,0,0,0,3,7
2497,32,40,2,2,12,2,38,5,9
2498,33,34,4,0,0,0,50,4,12
2499,35,37,3.247138,2.788198,0,6,40,8,11
2500,27,30,3,0,0,0,40,4,11
2501,32,34,4,3,4,0,50,4,14
2502,36,38,3,1,45,1,40,4,14
2503,39,33.721865,3,6,0,2.823703,0,4,4
2504,27,30,3,0,40,2,40,3,13
2505,27,33.721865,3,3,18,2.823703,0,6,12
2507,33,34,3,3,8.619314,4,42,5,14
2508,34,29,4,0,0,0,50,3,13
2509,37,39,4,2,0,1,40,5,14
2511,34,27,4,1,0,1,46,5,14
2512,39,37,5,3,0,3,60,6,13
2513,26,35,3,1,40,1,60,3,14
2514,20,33.721865,3,4,0,2.823703,0,3,4
2515,30,35,4,0,0,0,50,4,13
2517,33,34,4,4,0,2,50,4,13
2518,26,29,5,3,8.619314,1,45,3,13
2520,32,34,3,0,0,0,50,4,12
2521,40,42,4,3,20,1,50,5,12
2524,25,32,1,0,0,1,44,3,10
2525,35,34,3,0,40,4,40,4,13
2526,21,33.721865,2,0,0,2.823703,0,4,7
2527,30,32,3,5,0,6,43,3,13
2529,28,24,3,2,0,2,0,6,7
2530,37,39,4,4,0,2,45,4,12
2532,26,24,2,0,0,0,0,3,7
2533,36,38,5,0,0,0,40,7,13
2535,31,27,2,0,0,2.823703,0,3,12
2537,27,27,3,1,0,0,40,3,13
2541,18,33.721865,2,20,0,2.823703,0,4,5
2543,34,39,4,2,9,2,40,4,13
2544,28,26,3,4,0,0,0,6,14
2546,28,37,3,2.788198,0,2.823703,45,3,12
2549,29,41,3,0,0,2,45,3,14
2550,34,32,3,3,0,3,40,3,12
2551,30,31,4,2,0,2,40,4,12
2552,32,34,3,2,0,2,48,3,12
2553,28,31,3,0,0,0,40,3,12
2554,30,31,3,1,8.619314,0,44,4,14
2555,30.699966,29,4,2.788198,0,2.823703,0,8,8
2556,38,36,3,0,0,0,40,4,10
2557,30,30,3,2,40,0,40,3,12
2558,29,44,3,5,98,34,98,4,12
2560,22,33.721865,2,7,0,2.823703,0,3,5
2561,31,34,4,1,0,2,45,3,14
2562,34,36,6,0,6,2,60,4,14
2564,30,31,3,0,0,0,38,4,11
2565,31,30,3,3,0,3,40,4,13
2566,38,35,3,2,0,0,0,4,10
2567,19,33.721865,3,0,40,2.823703,0,5,9
2568,18,33.721865,3,0,0,2.823703,0,4,9
2570,29,32,4,3,0,2,0,5,5
2572,35,25,6,6,40,3,25,5,13
2574,32,33.721865,2,5,0,2.823703,0,4,4
2575,29,31,1,0,16,0,9,3,12
2579,21,33.721865,3,0,0,2.823703,0,3,8
2580,34,39,2,3,0,4,40,4,10
2581,21,28,4,38,61,7,8,8,14
2582,36,33.721865,2,1,0,2.823703,0,4,6
2583,29,33.721865,3,0,0,2.823703,0,2,8
2584,29,33.721865,3,7,0,2.823703,0,4,6
2586,35,51,4,7,10,4,50,3,13
2587,24,21,4,0,0,1,38,3,7
2588,29,32,4,5,0,2,0,3,7
2589,25,24,3,0,0,5,40,3,13
2590,30,34,3,2.788198,0,4,40,3,12
2591,37,40,4,2.788198,0,5,34.026761,5,14
2592,31,34,3,2,17,4,40,3,11
2593,38,35,4,10,5,10,58,3,12
2594,30,36,2,0,38,2.823703,0,3,12
2596,28,28,5,2,0,2,50,5,12
2597,34,37,3,4,0,4,52,4,13
2598,32,33,3,6,0,4,60,3,14
2599,20,33.721865,3,0,0,2.823703,0,5,13
2601,28,23,3,0,0,1,0,8,12
2602,34,35,3,6,0,6,40,4,11
2603,33,31,3,4,8.619314,4,40,3,14
2604,33,33,2,2,0,5,0,4,9
2605,25,32,4,0,0,0,55,4,9
2607,22,33.721865,3,19,0,2.823703,0,5,11
2608,19,26,2,1,42,2,50,3,14
2609,33,35,2,0,0,0,42,3,11
2611,34,42,4,3,0,3,60,4,14
2612,27,35,3,4,2,2,44,3,11
2613,22,25,3,1,0,0,40,5,9
2614,32,39,3,4,50,7,45,4,12
2616,37,35,3,5,50,6,45,5,13
2617,35,34,3,6,0,6,40,3,12
2618,33,33,3,1,20,1,50,4,12
2619,28,26,3,6,10,6,40,5,12
2620,30,44,3,0,0,0,47,4,12
2621,36,35,4,2,8.619314,3,80,4,12
2623,28,29,4,1,0,1,45,5,13
2625,21,24,2,1,0,4,0,3,9
2626,35,36,2,5,6,2,40,3,13
2627,33,33,3,3,0,3,40,4,14
2628,36,41,4,2,2,4,45,3,14
2631,30.699966,27,4,2.788198,0,4,0,7,14
2633,40,33.721865,3,0,40,2.823703,0,5,7
2635,31,28,3,1,38,2,40,3,13
2637,29,35,4,4,30,1,45,6,14
2638,39,39,3,2.788198,0,4,0,5,7
2639,35,38,4,3,0,2,53,4,12
2640,21,33.721865,2,0,0,2.823703,0,2,6
2641,34,33.721865,3,0,0,2.823703,0,4,7
2642,29,29,4,1,20,1,45,4,12
2644,40,45,4,9,10,6,40,4,12
2645,37,38,4,3,0,3,12,9,8
2646,32,33,4,2,30,2,50,3,9
2647,35,38,4,5,0,2,35,5,14
2648,37,35,5,2,0,0,50,5,14
2649,39,45,2,5,0,3,0,4,11
2650,26,32,5,27,60,1,40,4,14
2651,32,37,3,6,0,2.823703,0,4,6
2652,34,29,3,0,50,2,60,7,13
2654,35,31,3,5,0,5,45,6,12
2655,27,33,3,2,0,2,50,5,11
2656,27,29,4,0,0,4,45,4,13
2657,24,28,3,0,0,0,45,4,8
2658,27,33.721865,2,1,0,2.823703,0,3,6
2659,44,44,5,20,8.619314,15,110,5,11
2660,31,33,4,2,8.619314,2,45,5,12
2661,34,37,3,0,25,2,60,5,12
2662,25,36,2,0,0,2.823703,0,6,1
2664,35,33,4,11,0,7,34.026761,5,12
2665,24,21,3,0,0,2,40,8,13
2666,35,39,5,8,8.619314,8,55,4,14
2667,23,25,3,0,0,0,0,8,11
2668,27,33.721865,2,1,0,2.823703,0,4,10
2669,29,33.721865,3,0,0,2.823703,0,3,2
2670,36,38,4,1,0,1,45,5,13
2671,31,34,3,3,0,3,39,3,14
2672,32,38,2,9,32,8,34.026761,3,11
2673,34,36,3,4,0,4,40,4,13
2674,32,35,4,2,20,1,40,3,12
2675,37,39,3,3,9,5,34.026761,5,13
2676,36,38,3,2.788198,50,3,34.026761,4,14
2677,50,33.721865,2,0,0,2.823703,0,3,8
2678,17,33.721865,3,0,8,2.823703,0,4,14
2679,26,29,4,0,8.619314,0,59,5,12
2680,32,38,2,2,20,2,40,4,12
2681,20,25,3,0,0,0,50,7,13
2682,35,34,3,2,15,2,30,4,14
2684,33,33,3,0,0,0,35,4,13
2685,24,33.721865,3,0,8.619314,2.823703,0,3,5
2686,24,32,3,2,23,1,50,3,12
2687,19,33.721865,2,0,0,2.823703,0,2,7
2688,29,35,3,1,40,1,55,3,14
2689,27,24,4,0,0,0,70,8,14
2691,30,38,3,6,25,6,45,3,12
2693,34,33,4,2,38,4,40,4,14
2694,39,30,4,0,0,1,40,3,13
2695,20,33.721865,2,0,0,2.823703,0,2,5
2696,24,33.721865,4,0,0,2.823703,0,4,11
2697,25,31,3,6,15,3,50,4,12
2698,28,31,3.247138,4,45,3,45,5,13
2700,19,33.721865,4,22,4,2.823703,0,5,12
2701,29,29,3,3,0,1,45,4,13
2702,26,26,3,0,0,7,50,7,14
2704,34,39,3,10,0,11,34.026761,3,13
2705,30,34,3,3,0,3,40,4,14
2706,31,34,4,8,40,6,90,4,14
2707,23,33.721865,3,0,0,2.823703,0,6,12
2708,35,37,2,0,0,0,40,4,7
2709,34,33.721865,3,0,0,2.823703,0,3,6
2710,36,35,3,2,0,1,55,7,13
2711,30,28,3,3,0,2.823703,0,4,13
2712,31,33,4,3,25,3,52,5,13
2713,33,31,4,0,0,0,50,4,12
2716,19,33.721865,3.247138,0,0,2.823703,0,2,6
2717,30.699966,37,3.247138,2.788198,0,0,45,2,12
2718,35,33,2,2,0,2,42,4,11
2719,22,33.721865,2,0,0,2.823703,0,2,7
2720,37,43,4,6,25,6,34.026761,3,14
2721,32,33,3,4,12,6,40,5,12
2722,30,32,4,2.788198,40,2.823703,60,3,13
2723,32,34,3,7,0,7,40,5,14
2724,36,40,6,3,18,4,50,3,13
2725,26,33.721865,3,11,0,2.823703,0,3,10
2726,41,40,2,3,0,3,37,6,12
2727,26,29,3,1,0,3,41,3,10
2728,30,32,3,5,0,8,40,3,13
2729,34,37,3,3,0,2,34.026761,4,14
2730,39,54,4,15,0,5,0,4,10
2733,21,23,3,0,20,0,45,3,10
2734,32,43,3,3,0,0,0,4,11
2735,38,45,3,4,0,0,40,5,12
2738,42,38,3,0,0,5,60,4,14
2739,28,30,2,1,8.619314,1,40,3,11
2740,32,32,3,8,0,5,40,3,13
2741,31,33.721865,3,2.788198,8.619314,2.823703,0,2,9
2743,28,25,2,0,0,1,50,4,8
2744,31,36,3,4,0,3,45,6,5
2745,32,31,4,2,0,1,60,3,13
2746,37,41,2,4,0,0,0,4,5
2749,26,33.721865,4,1,0,2.823703,0,13,13
2750,42,33.721865,3,1,8.619314,2.823703,0,7,10
2753,25,33.721865,2,0,0,2.823703,0,4,6
2756,20,33.721865,5,2,0,2.823703,0,6,11
2760,37,35,3,3,25,3,45,5,12
2762,28,28,1,2,0,2,45,3,13
2763,30,35,4,3,0,0,0,10,7
2764,26,23,3,6,0,2.823703,40,6,14
2765,33,33,4,2,0,2,50,4,12
2766,40,43,4,1,0,7,40,4,14
2767,34,38,4,2,0,2,40,4,13
2768,31,36,4,3,0,5,40,4,13
2769,35,30,4,6,12,5,55,4,11
2771,22,33.721865,4,0,0,2.823703,0,5,13
2772,36,41,5,2.788198,32,21,50,4,14
2773,36,34,4,0,0,0,45,3,12
2775,29,37,3,5,12,3,40,4,13
2776,33,33,4,5,40,5,45,5,13
2777,33,25,2,0,8,0,45,5,11
2778,24,33.721865,3,0,55,2.823703,0,5,10
2779,35,32,4,2,23,2,50,5,12
2780,32,36,1,1,32,2.823703,0,5,6
2782,24,33.721865,6,11,0,2.823703,0,5,11
2783,38,40,4,2,20,2,48,7,13
2785,23,29,3,2,2,3,70,3,12
2787,29,24,1,0,0,0,40,3,6
2788,32,39,3,4,2,5,45,3,13
2789,37,41,4,0,8,2,38,6,12
2790,32,36,3,5,0,3,34.026761,3,14
2791,26,32,3,2,6,4,40,3,9
2792,31,35,2,3,0,2,34.026761,4,9
2794,35,43,3,2,40,2,50,4,12
2795,33,36,4,3,0,3,80,4,13
2796,37,33.721865,3,4,8.619314,2.823703,0,4,7
2798,31,33,3,9,34,9,40,3,13
2799,35,43,5,4,0,2,30,3,14
2800,31,37,4,3,0,1,40,7,11
2801,38,37,3,5,0,12,45,6,11
2802,29,24,2,2,0,2,38,6,13
2803,34,36,3,2,8,2,34.026761,4,12
2804,26,33.721865,3,0,0,2.823703,0,3,6
2805,30,30,3,7,42,7,70,8,14
2806,34,35,3,4,24,3,60,3,14
2809,37,47,3,1,40,3,40,3,12
2811,23,24,4,3,0,2,0,5,12
2813,32,33.721865,3,6,0,2.823703,0,5,14
2814,35,34,3,2,0,2.823703,40,3,13
2815,38,35,4,0,0,0,39,7,6
2816,30.699966,25,3,2.788198,0,3,0,9,12
2817,39,43,3,3,0,2.823703,50,5,12
2818,32,31,3,2,6,3,30,3,11
2819,26,23,5,0,0,0,44,6,14
2821,37,42,3,2,0,2.823703,12,4,11
2822,32,28,3,1,0,0,2,7,7
2824,30,33,3,0,20,2,40,7,14
2825,30.699966,36,2,2.788198,0,1,0,2,7
2826,34,29,2,1,20,1,44,3,14
2827,31,28,5,1,0,1,45,4,13
2828,29,34,2,6,0,3,40,3,13
2830,34,35,2,0,40,0,0,3,14
2831,31,37,3,9,30,4,77,5,13
2832,36,39,4,2,0,2,34.026761,5,12
2833,23,33.721865,2,0,0,2.823703,0,2,8
2835,36,33,4,2,40,0,34,6,13
2836,37,37,4,2.788198,0,5,34.026761,3,14
2838,35,35,3,5,0,6,30,3,14
2840,25,30,3,5,15,2.823703,0,6,11
2841,36,43,3,3,0,4,40,3,14
2842,26,33.721865,3,1,0,2.823703,0,5,13
2844,34,36,4,5,0,2,34.026761,5,12
2845,32,33,4,1,0,1,40,5,13
2846,42,33,3,1,0,1,0,4,9
2848,35,30,3.247138,0,0,0,34.026761,7,4
2849,31,35,4,3,0,2,50,3,13
2850,28,33,2,2,67,2.823703,12,4,11
2851,32,37,4,2,35,3,40,3,14
2852,35,39,4,2,0,2,55,4,14
2853,40,41,5,8,60,8,50,4,14
2854,20,33.721865,4,2,0,2.823703,0,3,13
2855,49,33.721865,3,2.788198,0,2.823703,0,3,6
2858,40,45,3,3,50,10,53,3,14
2859,28,30,2,1,8.619314,2,45,4,14
2860,31,36,4,1,0,0,45,3,13
2861,34,45,3,0,0,0,34.026761,6,11
2862,49,59,3,5,0,2,40,4,13
2863,28,33.721865,2,0,0,2.823703,0,2,10
2864,37,35,3,6,8.619314,2,30,3,14
2867,36,41,4,1,0,0,50,4,14
2868,35,35,4,0,0,1,45,6,12
2869,30,35,3,1,0,1,50,3,14
2870,19,33.721865,3,6,0,2.823703,0,5,13
2871,31,32,3,4,0,4,65,4,9
2872,29,33.721865,3,1,0,2.823703,0,3,7
2873,35,35,4,3,0,0,40,4,12
2874,30,33.721865,4,3,40,2.823703,0,3,11
2875,33,31,4,3,0,0,40,4,6
2876,31,29,3,4,40,2,40,4,11
2877,39,37,3,0,0,0,40,3,13
2880,32,32,3,3,20,4,50,4,10
2881,34,40,3,16,0,19,40,4,12
2882,23,33.721865,5,0,0,2.823703,0,4,14
2883,32,31,4,7,50,3,50,5,12
2884,26,32,3,0,0,0,45,3,6
2885,29,29,3,2,0,2,70,4,13
2887,26,30,4,2,0,0,52,3,11
2888,18,33.721865,4,20,0,2.823703,0,7,13
2889,32,37,3,7,0,4,45,4,13
2890,41,45,5,0,0,1,40,4,14
2891,33,38,4,2,0,2.823703,34.026761,4,14
2892,24,33.721865,3,1,8.619314,2.823703,0,4,3
2894,41,38,3,2,24,0,40,5,14
2895,26,30,3,1,11,1,50,3,12
2896,33,33.721865,4,0,0,2.823703,0,3,12
2898,30,33,4,2,0,1,50,5,14
2899,27,29,3,0,40,0,36,4,13
2900,34,34,2,0,0,3,40,3,8
2901,24,33.721865,3,0,10,2.823703,0,5,10
2902,41,51,4,7,0,7,40,4,14
2903,24,33.721865,3,0,20,2.823703,0,3,7
2904,34,37,3,16,0,16,44,4,14
2906,23,38,3,0,0,0,40,5,12
2907,38,37,2,2,0,5,40,4,14
2908,30,31,3,3,7,6,38,3,13
2909,21,19,3,4,0,2,47,5,13
2910,32,31,3,0,0,0,40,5,13
2912,24,30,3,0,0,0,45,4,12
2913,27,33,3,2,0,0,40,4,11
2914,40,42,3,3,22,7,50,3,14
2915,24,39,2,0,0,0,42,4,11
2916,37,35,2,2,45,2,8,4,12
2917,23,21,3,0,0,22,40,8,1
2918,35,39,3,2,0,1,0,5,3
2920,39,39,4,0,40,3,40,7,14
2921,37,41,3,4,0,6,50,4,13
2923,36,26,3,2.788198,0,2.823703,6,4,7
2924,20,22,3,0,40,0,15,4,8
2926,29,33,2,2,15,2,40,3,12
2927,31,48,5,0,0,0,100,3,14
2928,27,33.721865,3,0,40,2.823703,0,4,9
2929,31,32,3,3,20,4,45,3,12
2930,26,29,4,2,0,3,50,3,13
2932,35,27,3,2,0,2,34.026761,4,11
2933,26,34,2,2,0,3,44,4,9
2934,28,33.721865,3,3,12,2.823703,0,4,7
2935,26,34,3,1,10,1,50,4,13
2936,36,32,3,0,0,6,64,4,14
2937,25,27,3,2,0,2,60,5,11
2938,32,38,3,2.788198,0,2,80,8,14
2941,20,33.721865,4,6,0,2.823703,0,6,7
2944,36,29,3,2,0,5,40,4,12
2945,29,39,2,0,8.619314,0,50,5,13
2946,25,33.721865,2,0,0,2.823703,0,3,3
2947,27,29,4,1,0,5,40,8,13
2948,36,42,3,6,0,7,37,3,14
2949,30.699966,49,3,2.788198,0,2,40,2,10
2951,27,36,3,2,0,3,40,4,11
2955,34,35,3,2,20,0,30,5,13
2956,27,31,3,0,8,1,40,3,11
2957,24,28,3,1,0,1,60,4,12
2958,22,33.721865,3,3,0,2.823703,0,8,14
2959,30,27,3,1,0,0,45,3,13
2960,32,31,4,14,0,7,40,12,14
2961,33,28,3,2,0,4,50,4,12
2962,32,33,3,3,0,4,40,3,11
2965,31,33,3,4,0,4,43,3,12
2967,23,33.721865,3,19,0,2.823703,0,3,13
2968,36,31,3,8,0,5,42,4,12
2969,20,33.721865,3,0,0,2.823703,0,10,12
2971,38,61,5,4,0,25,62,4,14
2975,31,42,3,2.788198,0,9,34.026761,9,14
2976,36,33.721865,3,0,0,2.823703,0,4,12
2977,19,33.721865,3,0,0,2.823703,0,8,14
2978,34,30,3,3,0,4,45,3,12
2979,22,22,3,1,0,1,40,5,13
2980,40,32,4,6,8.619314,6,41,4,14
2981,37,38,4,0,0,0,40,6,13
2982,31,24,6,2,40,0,39,9,14
2983,27,27,2,2,12,1,40,3,12
2984,32,33.721865,3,0,0,2.823703,0,3,6
2985,31,32,3,12,38,12,45,6,13
2986,30,30,4,2,40,0,40,4,14
2987,29,35,3,3,0,3,45,3,12
2988,37,35,5,0,0,0,40,5,12
2989,28,26,2,2,8.619314,0,56,3,13
2990,37,48,3,0,40,6,40,6,14
2992,36,43,4,5,0,3,40,5,14
2993,31,32,4,1,0,1,45,3,12
2994,37,40,3,2,0,2,50,4,12
2995,32,34,4,2,21,0,55,3,14
2997,21,25,3,0,28,0,38,4,10
2998,20,33.721865,3,2,0,2.823703,0,7,11
2999,31,31,3,4,22,8,60,3,12
3000,24,30,4,0,0,0,60,4,12
3001,30,34,2,1,0,0,0,4,7
3002,34,34,4,2,5,3,60,3,13
3003,36,28,3,12,0,25,0,7,14
3004,32,33.721865,3,0,0,2.823703,0,3,5
3005,32,25,4,2.788198,0,2.823703,60,3,13
3007,27,32,3,3,0,0,45,3,1
3008,35,35,3,10,10,6,50,4,14
3010,39,45,3,0,25,0,64,5,13
3011,32,27,3,0,0,2,50,3,13
3012,33,42,3,2,5,1,40,3,13
3013,32,59,3,5,0,2.823703,36,3,10
3015,39,38,5,10,18,10,65,4,14
3016,25,30,4,0,12,2,40,5,13
3017,33,37,3,4,0,4,40,4,13
3018,33,33.721865,3,0,0,2.823703,0,7,12
3019,38,38,3,4,0,4,60,5,12
3020,24,27,3,0,0,2,34,3,13
3021,29,37,4,7,0,5,40,5,12
3022,31,31,3,3,40,2,45,4,13
3023,31,41,3,3,40,2,40,4,14
3024,48,50,3,12,20,12,45,6,12
3026,17,33.721865,3,0,0,2.823703,0,2,7
3028,33,32,3,0,40,0,45,4,13
3029,30,33.721865,3,0,0,2.823703,0,4,7
3030,27,26,3,0,0,0,40,3,4
3031,24,32,4,0,0,3,0,9,13
3032,35,37,4,2,0,0,50,4,14
3034,39,38,5,7,0,7,0,6,3
3035,29,34,2,0,0,2.823703,0,6,11
3036,32,36,3,0,0,0,60,5,12
3037,37,35,3,4,20,4,45,5,13
3038,29,33.721865,5,1,8,2.823703,0,4,14
3039,36,42,3,2,0,2,34.026761,5,12
3040,47,53,4,24,20,24,40,4,14
3041,28,29,2,0,50,0,34.026761,3,11
3046,40,33.721865,3,0,16,2.823703,0,4,5
3047,32,29,3,0,0,2,40,3,12
3048,36,35,4,3,0,1,50,5,13
3049,30.699966,50,2,2.788198,0,6,40,3,8
3050,34,38,3,5,16,4,40,4,12
3051,36,43,3,6,8.619314,5,0,4,13
3052,31,30,2,2,0,4,50,3,10
3053,37,39,2,1,40,2.823703,40,3,12
3055,36,33,3,3,0,3,42,3,12
3056,26,29,3,1,0,2,50,4,9
3057,26,25,3,0,0,2.823703,56,3,9
3058,33,36,4,2,0,2,35,5,14
3059,28,28,4,4,0,0,34.026761,5,11
3060,31,39,4,2.788198,0,2,45,5,14
3061,28,34,3,5,40,6,60,3,14
3062,25,33.721865,3,20,0,2.823703,0,7,14
3063,35,37,3,1,0,2,40,3,14
3065,19,33.721865,4,0,40,2.823703,0,4,13
3067,33,38,3,0,0,9,51,4,14
3069,36,38,4,0,20,0,40,4,14
3070,36,47,4,1,0,0,46,5,11
3071,26,30,3,2,0,1,45,3,10
3072,36,34,4,4,24,5,50,3,9
3073,34,44,4,4,12,15,34.026761,4,13
3074,18,33.721865,2,0,0,2.823703,0,5,7
3076,44,41,2,0,0,0,38,3,13
3077,32,42,4,6,1,4,65,3,14
3078,31,40,4,1,40,4,45,3,13
3079,42,39,3,6,0,6,42,8,12
3080,41,42,5,7,0,4,34.026761,6,11
3081,27,33.721865,2,0,0,2.823703,0,3,5
3083,33,33,4,10,0,9,34.026761,5,13
3084,38,33.721865,3,4,40,2.823703,0,2,10
3085,29,31,3,1,0,1,40,4,12
3086,26,26,3,0,0,0,40,4,11
3087,30.699966,38,3,2.788198,0,0,40,3,12
3088,37,34,3,2,35,0,45,4,13
3092,52,52,3,14,24,14,82,4,12
3093,30,32,5,0,0,3,49,4,14
3095,20,33.721865,3,0,0,2.823703,0,3,10
3097,24,23,3,0,0,0,40,3,12
3098,28,26,3,0,0,2,50,3,12
3099,37,41,3,6,10,4,50,4,12
3100,21,33.721865,3,21,0,2.823703,0,4,13
3102,33,31,4,3,0,2,45,4,14
3103,37,37,3,7,8.619314,8,40,4,14
3104,28,30,3,3,40,13,0,8,10
3105,28,31,3,0,0,0,45,3,13
3106,32,37,3,8,18,9,40,3,12
3108,25,25,3,6,27,5,40,3,13
3109,37,37,4,4,0,2,40,5,13
3110,42,33.721865,3,15,0,2.823703,0,3,8
3111,28,26,3,3,0,3,55,5,11
3113,45,47,3,2,0,3,0,4,12
3114,31,31,4,1,0,0,40,4,10
3115,24,27,3,1,0,2,60,4,11
3116,32,36,3,0,0,0,45,3,14
3117,20,33.721865,3,0,0,2.823703,0,3,5
3118,20,21,3,0,0,0,8,7,13
3119,29,35,3,0,3,2,80,4,12
3120,27,30,2,1,30,0,40,3,12
3122,27,33.721865,3,0,0,2.823703,0,7,11
3124,29,33.721865,3,2.788198,0,2.823703,0,5,7
3125,39,45,4,2,104,2.823703,60,3,13
3126,35,33.721865,5,1,30,2.823703,0,5,13
3127,28,32,3,3,0,2,40,4,12
3128,25,33.721865,3,0,40,2.823703,0,3,10
3129,25,29,2,0,0,0,48,3,12
3132,30,33,4,1,0,1,34.026761,4,12
3133,25,25,2,2.788198,0,24,0,4,11
3134,21,22,3,0,25,0,60,3,14
3137,28,33,3,5,33,5,70,4,14
3138,22,25,3,0,0,0,50,3,12
3139,28,35,1,0,0,0,35,3,7
3140,33,36,4,0,8.619314,3,45,3,13
3142,23,30,3,3,0,0,40,7,14
3145,25,28,2,0,0,0,42,4,13
3146,32,38,4,2,0,2,40,5,14
3147,39,34,3,2,0,0,50,4,13
3148,31,34,3,3,0,2.823703,34.026761,4,12
3150,35,36,6,2,0,4,45,6,14
3151,30,33.721865,3,0,0,2.823703,0,7,7
3152,23,27,3,2,22,2,55,4,12
3153,31,30,2,5,0,0,50,4,10
3154,19,23,1,0,0,0,0,6,12
3155,31,32,4,0,0,0,0,9,14
3156,42,43,3,2,0,4,40,6,5
3157,31,31,3,1,0,3,40,5,12
3159,31,38,3,1,5,0,45,3,14
3160,34,42,3,1,20,1,50,4,14
3161,36,39,4,0,35,1,50,3,14
3162,32,32,3,1,0,1,0,3,6
3163,25,29,2,3,0,3,10,3,9
3166,24,33.721865,3,0,0,2.823703,0,5,7
3167,33,34,4,0,0,1,45,4,11
3168,33,35,5,0,0,0,42,6,14
3169,42,52,3,2.788198,0,8,0,4,2
3170,30,40,4,4,40,9,0,4,12
3171,27,33.721865,3,1,0,2.823703,0,4,8
3172,37,31,3,11,0,9,16,5,7
3173,30,33.721865,3,3,0,2.823703,0,5,5
3174,35,34,4,1,50,0,45,4,14
3175,39,38,3,1,50,3,38,3,14
3176,36,35,2,0,0,0,45,4,13
3177,27,25,4,0,0,2,45,5,11
3178,42,39,3,9,0,6,40,9,10
3179,25,33.721865,3,19,0,2.823703,0,5,10
3181,36,33.721865,3,1,0,2.823703,0,4,2
3182,33,31,2,2,0,2,55,3,12
3183,31,32,4,4,3,2.823703,45,4,12
3184,35,37,3,3,0,11,60,3,13
3185,34,39,3,2,40,0,40,4,14
3188,24,27,3,2,0,2,0,9,14
3189,29,38,3,0,24,2,50,3,14
3190,38,49,3,7,0,12,32,7,7
3191,34,33.721865,3,2.788198,0,2.823703,0,2,3
3192,30,35,4,0,0,1,50,3,14
3193,20,33.721865,2,0,0,2.823703,0,3,8
3194,37,33,4,8,15,8,45,5,10
3195,23,33.721865,5,0,0,2.823703,0,8,13
